name:ID,aircraft,:LABEL
437,直-9通信型,直-9通信型
438,直-9A,直-9A
439,米-17,米-17
440,直-9炮兵校射型,直-9炮兵校射型
441,米-17-V5,米-17-V5
442,米-17-V7 ,米-17-V7 
443,直-9WA,直-9WA
444,直-9C,直-9C
445,直-9海监型,直-9海监型
446,直-9G ,直-9G 
447,新舟600,新舟600
448,直-9B,直-9B
449,直9警用型直升机,直9警用型直升机
450,直-9F武警专用型,直-9F武警专用型
451,直-8A,直-8A
452,直-8,直-8
453,直-15,直-15
454,直-11,直-11
455,直-5,直-5
456,卡-31,卡-31
457,卡-28,卡-28
458,运-12F轻型多用途飞机,运-12F轻型多用途飞机
459,运-12IV型飞机,运-12IV型飞机
460,运-12II型飞机,运-12II型飞机
461,直-8F,直-8F
462,运-12E型运输机,运-12E型运输机
463,直-19,直-19
464,ARJ21支线飞机,ARJ21支线飞机
465,C-919大型客机,C-919大型客机
466,米-26“光环”双发涡轮重型直升机,米-26“光环”双发涡轮重型直升机
467,米6,米6
468,运-8H,运-8H
469,延安二号,延安二号
470,SA321,SA321
471,HC120,HC120
472,AC313,AC313
473,SA341/342 小羚羊,SA341/342 小羚羊
474,SA319云雀III型,SA319云雀III型
475,运-5,运-5
476,神经元（NEURON）无人战斗机 ,神经元（NEURON）无人战斗机 
477,“雷神”无人战斗机,“雷神”无人战斗机
478,FW-190“百舌鸟”战斗机,FW-190“百舌鸟”战斗机
479,空中客车A300中程客机,空中客车A300中程客机
480,ME-109战斗机,ME-109战斗机
481,歼-15战斗机,歼-15战斗机
482,苏-25改进型/苏-25TM/苏-39,苏-25改进型/苏-25TM/苏-39
483,T-50战斗机,T-50战斗机
484,卡-60轻型直升机,卡-60轻型直升机
485,AH-6“小鸟”直升机,AH-6“小鸟”直升机
486,E-2鹰眼预警机,E-2鹰眼预警机
487,米格-25战斗机,米格-25战斗机
488,歼-7B/M型 战斗机,歼-7B/M型 战斗机
489,C-295中程预警机,C-295中程预警机
490,X-47B无人机,X-47B无人机
491,SR-72高超音速无人侦察机 ,SR-72高超音速无人侦察机 
492,CN-235双发涡轮螺旋桨短程客机,CN-235双发涡轮螺旋桨短程客机
493,空中客车A321,空中客车A321
494,空中客车A320,空中客车A320
495,ATR 72双发涡轮螺旋桨短程支线客机,ATR 72双发涡轮螺旋桨短程支线客机
496,波音747-300/400四发涡轮风扇远程客机,波音747-300/400四发涡轮风扇远程客机
497,空中客车A319双发中/短程客机,空中客车A319双发中/短程客机
498,波音747-100/200/SP,波音747-100/200/SP
499,伊留申设计局伊尔-114双发涡桨短程支线客机,伊留申设计局伊尔-114双发涡桨短程支线客机
500,空中客车A318,空中客车A318
501,空中客车A310中程客机,空中客车A310中程客机
502,波音737-600/700/800/900（波音737新世代）中短程窄体喷气式飞机,波音737-600/700/800/900（波音737新世代）中短程窄体喷气式飞机
503,KC-767空中加油机,KC-767空中加油机
504,空中客车A380远程宽体客机,空中客车A380远程宽体客机
505,空中客车A340远程客机,空中客车A340远程客机
506,MD-11三发涡轮风扇中程客机,MD-11三发涡轮风扇中程客机
507,BAe ATP双发涡轮螺旋桨短程支线客机,BAe ATP双发涡轮螺旋桨短程支线客机
508,安-140双发涡轮螺旋桨短程客机,安-140双发涡轮螺旋桨短程客机
509,空中客车A330,空中客车A330
510,波音767双发涡轮风扇中程客机,波音767双发涡轮风扇中程客机
511,安-24“焦炭”双发涡轮螺旋桨短程客机,安-24“焦炭”双发涡轮螺旋桨短程客机
512,ATR 42双发涡轮螺旋桨短程支线客机,ATR 42双发涡轮螺旋桨短程支线客机
513,波音757双发涡轮风扇中程客机,波音757双发涡轮风扇中程客机
514,安东诺夫设计局 安-74-300战术运输机,安东诺夫设计局 安-74-300战术运输机
515,伊尔-76“耿直”四发涡轮风扇中远程运输机,伊尔-76“耿直”四发涡轮风扇中远程运输机
516,DC-3达科塔/C-47高空列车多用途运输机,DC-3达科塔/C-47高空列车多用途运输机
517,道格拉斯DC-4四发活塞式中程客机,道格拉斯DC-4四发活塞式中程客机
518,伊尔-86小船坞四发涡轮风扇中程客机,伊尔-86小船坞四发涡轮风扇中程客机
519,安-72/74“煤矿人”,安-72/74“煤矿人”
520,麦道DC-8“SuperSixty” 四发涡轮风扇远程客机,麦道DC-8“SuperSixty” 四发涡轮风扇远程客机
521,麦道DC-9双发涡轮风扇中短程客机,麦道DC-9双发涡轮风扇中短程客机
522,康维尔580双发涡轮螺旋桨短程运输机,康维尔580双发涡轮螺旋桨短程运输机
523,MD-90双发涡轮风扇短程客机,MD-90双发涡轮风扇短程客机
524,BAeJetsteam 41双发涡轮螺旋桨短程通勤飞机,BAeJetsteam 41双发涡轮螺旋桨短程通勤飞机
525,MD-80双发涡轮风扇短程客机,MD-80双发涡轮风扇短程客机
526,仙童多尼尔328JET双发涡轮风扇支线客机,仙童多尼尔328JET双发涡轮风扇支线客机
527,伊尔-96四发涡轮风扇远程客机,伊尔-96四发涡轮风扇远程客机
528,BAe（BAC）1-11短程客机,BAe（BAC）1-11短程客机
529,麦道DC-8(美国) 四发中远程客机,麦道DC-8(美国) 四发中远程客机
530,F28伙伴双发涡轮风扇支线客机,F28伙伴双发涡轮风扇支线客机
531,麦道DC-10三发涡轮风扇中远程客机,麦道DC-10三发涡轮风扇中远程客机
532,安东诺夫设计局 安-148 短程客机,安东诺夫设计局 安-148 短程客机
533,Dash7(加拿大) 四发涡轮螺旋桨短距起降短程客机,Dash7(加拿大) 四发涡轮螺旋桨短距起降短程客机
534,福克70/100双发涡轮风扇短程支线客机,福克70/100双发涡轮风扇短程支线客机
535,安东诺夫设计局 安-124“秃鹰”特大型运输机,安东诺夫设计局 安-124“秃鹰”特大型运输机
536,伊尔-62/文豪四发涡轮风扇远程客机,伊尔-62/文豪四发涡轮风扇远程客机
537,Dash8(加拿大) 双发涡轮螺旋桨短程支线客机,Dash8(加拿大) 双发涡轮螺旋桨短程支线客机
538,Jetstream31双发涡轮螺旋桨短程通勤飞机,Jetstream31双发涡轮螺旋桨短程通勤飞机
539,洛克希德L1011“三星”三发涡轮风扇中程客机,洛克希德L1011“三星”三发涡轮风扇中程客机
540,CRJ700/900双发涡轮风扇支线客机,CRJ700/900双发涡轮风扇支线客机
541,SATIC超级运输机“大白鲸”,SATIC超级运输机“大白鲸”
542,图-204/214双发涡轮风扇中程客机,图-204/214双发涡轮风扇中程客机
543,ERJ 135/140/145双发涡轮风扇支线客机,ERJ 135/140/145双发涡轮风扇支线客机
544, 图-134“硬壳”双发涡轮风扇短程客机, 图-134“硬壳”双发涡轮风扇短程客机
545,雅克-42“猛击”三发涡轮风扇中短程客机,雅克-42“猛击”三发涡轮风扇中短程客机
546,BAe146/Avro RJ四发涡扇短程支线飞机,BAe146/Avro RJ四发涡扇短程支线飞机
547,ERJ170/175/190/195双发涡轮风扇支线客机,ERJ170/175/190/195双发涡轮风扇支线客机
548,雅克-40“幼鳕”三发涡轮风扇短程支线喷气机,雅克-40“幼鳕”三发涡轮风扇短程支线喷气机
549,图-334双发涡轮风扇中短程支线喷气机,图-334双发涡轮风扇中短程支线喷气机
550,福克F27“友谊”双发涡桨短程客机,福克F27“友谊”双发涡桨短程客机
551,EMB-110先锋双发涡轮螺旋桨短程通勤客机,EMB-110先锋双发涡轮螺旋桨短程通勤客机
552,EMB-120巴西利亚双发涡轮螺旋桨短程通勤客机,EMB-120巴西利亚双发涡轮螺旋桨短程通勤客机
553,F-27/FH-227双发涡轮螺旋桨短程客机,F-27/FH-227双发涡轮螺旋桨短程客机
554,波音-737-300／400／500双发涡扇短程客机,波音-737-300／400／500双发涡扇短程客机
555,波音-737双发涡扇短程客机,波音-737双发涡扇短程客机
556,Metro双发涡轮螺旋桨短程通勤飞机,Metro双发涡轮螺旋桨短程通勤飞机
557,波音727三发涡扇短程客机,波音727三发涡扇短程客机
558,波音-717双发涡扇短程客机,波音-717双发涡扇短程客机
559,比奇 99双发涡轮螺旋桨短程通勤飞机,比奇 99双发涡轮螺旋桨短程通勤飞机
560,CRJ100/200双发涡轮风扇支线客机,CRJ100/200双发涡轮风扇支线客机
561,波音707中远程客机,波音707中远程客机
562,亚当A700 AdamJet双发涡轮风扇轻型公务机,亚当A700 AdamJet双发涡轮风扇轻型公务机
563,萨博2000双发涡桨中短程支线客机,萨博2000双发涡桨中短程支线客机
564, 萨博340双发涡桨短程支线客机, 萨博340双发涡桨短程支线客机
565,SN601“轻巡洋舰” 双发涡轮风扇轻型行政专机,SN601“轻巡洋舰” 双发涡轮风扇轻型行政专机
566,NAMC  YS-11双发涡桨短程支线客机,NAMC  YS-11双发涡桨短程支线客机
567,BAe 125双发涡轮喷气式/涡轮风扇轻型公务机,BAe 125双发涡轮喷气式/涡轮风扇轻型公务机
568,洛克希德L188 Electra四发涡桨中短程客机,洛克希德L188 Electra四发涡桨中短程客机
569,伊尔-18“黑鸭”四发涡桨中程客机,伊尔-18“黑鸭”四发涡桨中程客机
570,福克50／60双发涡旋桨短程客机,福克50／60双发涡旋桨短程客机
571,仙童 多尼尔328双发涡桨短程支线客机,仙童 多尼尔328双发涡桨短程支线客机
572,DC-6/C-118/举重霸王四发活塞式中程客机,DC-6/C-118/举重霸王四发活塞式中程客机
573,SocataTBM700/850单发涡轮轻型多用途飞机,SocataTBM700/850单发涡轮轻型多用途飞机
574,安东诺夫设计局安-12 “幼狐” 四发涡桨货机,安东诺夫设计局安-12 “幼狐” 四发涡桨货机
575,安东诺夫设计局 安-2 “小马” 单发活塞式通用飞机,安东诺夫设计局 安-2 “小马” 单发活塞式通用飞机
576,SC.7“高空货车”双发涡轮螺旋桨轻型短距起降飞机,SC.7“高空货车”双发涡轮螺旋桨轻型短距起降飞机
577,SM-92Finist单发活塞式轻型短距起降飞机,SM-92Finist单发活塞式轻型短距起降飞机
578,Aeroprogress/ROKS-Aero T-101Grach通用飞机,Aeroprogress/ROKS-Aero T-101Grach通用飞机
579,霍克800/900双发涡轮风扇中型公务机,霍克800/900双发涡轮风扇中型公务机
580,P68“观察者”双发活塞式轻型通用飞机,P68“观察者”双发活塞式轻型通用飞机
581,中航工业西飞运-7（新舟60）涡桨支线客机,中航工业西飞运-7（新舟60）涡桨支线客机
582,肖特360 双发涡桨短程支线客机,肖特360 双发涡桨短程支线客机
583,亚当A500双发涡桨轻型公务飞机,亚当A500双发涡桨轻型公务飞机
584,肖特330双发涡桨短程支线客机,肖特330双发涡桨短程支线客机
585,安-28双发涡轮螺旋桨通用及通勤飞机,安-28双发涡轮螺旋桨通用及通勤飞机
586,塞斯纳560XL“奖状优胜”/“奖状XLS” 双发涡轮风扇中型公务机,塞斯纳560XL“奖状优胜”/“奖状XLS” 双发涡轮风扇中型公务机
587,比奇65 “空中女王”双发活塞式轻型通用飞机,比奇65 “空中女王”双发活塞式轻型通用飞机
588,Quest “科迪亚克”单发涡轮轻型短距起降通用飞机,Quest “科迪亚克”单发涡轮轻型短距起降通用飞机
589,塞斯纳650“奖状”III／Ⅵ／Ⅶ 双发涡轮风扇中型公务机,塞斯纳650“奖状”III／Ⅵ／Ⅶ 双发涡轮风扇中型公务机
590,比奇18轻型通用运输机,比奇18轻型通用运输机
591,塞斯纳680“君主”双发涡轮风扇中型公务机,塞斯纳680“君主”双发涡轮风扇中型公务机
592,F406“大篷车”Ⅱ双发涡轮螺旋桨轻型多用途飞机,F406“大篷车”Ⅱ双发涡轮螺旋桨轻型多用途飞机
593,阿斯特拉G100/G150双发涡轮风扇中型公务机,阿斯特拉G100/G150双发涡轮风扇中型公务机
594,罗克韦尔(Aero Commander)“指挥官”500／560/580双发活塞式轻型企业专机／通用飞机,罗克韦尔(Aero Commander)“指挥官”500／560/580双发活塞式轻型企业专机／通用飞机
595, 安东诺夫设计局 安-38 双发涡桨通用飞机, 安东诺夫设计局 安-38 双发涡桨通用飞机
596,L100“大力神”四发涡轮螺旋桨运输机,L100“大力神”四发涡轮螺旋桨运输机
597,布里顿-诺曼 BN-2A MkⅢ “三岛人” 三发活塞式轻型飞机,布里顿-诺曼 BN-2A MkⅢ “三岛人” 三发活塞式轻型飞机
598,塞斯纳750“奖状”X双发涡轮风扇远程中型公务机,塞斯纳750“奖状”X双发涡轮风扇远程中型公务机
599,太平洋宇航750XL单发涡轮螺旋桨轻型通用飞机,太平洋宇航750XL单发涡轮螺旋桨轻型通用飞机
600,塞斯纳550“奖状”Ⅱ/“喝彩”双发涡轮风扇中型公务机,塞斯纳550“奖状”Ⅱ/“喝彩”双发涡轮风扇中型公务机
601,PC-6“搬运工”／涡轮“搬运工”单发活塞式／涡轮螺旋桨轻型短距起降飞机,PC-6“搬运工”／涡轮“搬运工”单发活塞式／涡轮螺旋桨轻型短距起降飞机
602,布里顿-诺曼 BN-2A“海岛人”双发轻型飞机,布里顿-诺曼 BN-2A“海岛人”双发轻型飞机
603,庞巴迪 Canadair 415 双发涡桨水陆两用飞机,庞巴迪 Canadair 415 双发涡桨水陆两用飞机
604,PC-12单发涡轮轻型飞机,PC-12单发涡轮轻型飞机
605,别里耶夫Be-200“牵牛星” 喷气式水陆两用飞机,别里耶夫Be-200“牵牛星” 喷气式水陆两用飞机
606,塞斯纳560“奖状”V/“超奖状”/“奖状加演”双发涡轮风扇中型公务机,塞斯纳560“奖状”V/“超奖状”/“奖状加演”双发涡轮风扇中型公务机
607,别里耶夫Be-103双发涡桨水陆两用飞机,别里耶夫Be-103双发涡桨水陆两用飞机
608,L-410 Turbolet双发涡轮螺旋桨短程通勤和通用飞机,L-410 Turbolet双发涡轮螺旋桨短程通勤和通用飞机
609,GAF“牧民”双发涡桨轻型短距起降飞机,GAF“牧民”双发涡桨轻型短距起降飞机
610,多尼尔228双发涡桨轻型通用飞机,多尼尔228双发涡桨轻型通用飞机
611,德·哈维兰DHC-6“双水獭”双发涡桨轻型飞机,德·哈维兰DHC-6“双水獭”双发涡桨轻型飞机
612,德·哈维兰DHC-3“水獭”活塞式轻型短距起降飞机,德·哈维兰DHC-3“水獭”活塞式轻型短距起降飞机
613,德·哈维兰DHC-2“海狸”单发活塞式轻型短距起降飞机,德·哈维兰DHC-2“海狸”单发活塞式轻型短距起降飞机
614,塞斯纳500“奖状”Ⅰ双发涡桨中型公务机,塞斯纳500“奖状”Ⅰ双发涡桨中型公务机
615,塞斯纳208“大篷车”单发涡桨轻型飞机,塞斯纳208“大篷车”单发涡桨轻型飞机
616,三菱MU-2双发涡轮螺旋桨短距起降通用及公务飞机,三菱MU-2双发涡轮螺旋桨短距起降通用及公务飞机
617,塞斯纳510“野马”双发涡轮风扇甚轻型公务机,塞斯纳510“野马”双发涡轮风扇甚轻型公务机
618,CASA C-212 Aviocar 双发涡桨轻型飞机,CASA C-212 Aviocar 双发涡桨轻型飞机
619,塞斯纳525CitationJet 双发涡轮风扇小型公务机,塞斯纳525CitationJet 双发涡轮风扇小型公务机
620,塞斯纳401/402/411双发活塞式公务机和通勤客机,塞斯纳401/402/411双发活塞式公务机和通勤客机
621,“猎鹰”50三发涡轮风扇远程公务机,“猎鹰”50三发涡轮风扇远程公务机
622,以色列飞机工业公司“阿拉瓦”双发涡桨轻型短距起降飞机,以色列飞机工业公司“阿拉瓦”双发涡桨轻型短距起降飞机
623,塞斯纳404“校长” 双发活塞式公务机,塞斯纳404“校长” 双发活塞式公务机
624,塞斯纳404“巨人”双发活塞式公务机和通勤客机,塞斯纳404“巨人”双发活塞式公务机和通勤客机
625,塞斯纳421“金鹰”双发活塞式公务机,塞斯纳421“金鹰”双发活塞式公务机
626,Helio“信使” 单发轻型短距起降飞机,Helio“信使” 单发轻型短距起降飞机
627,塞斯纳425“海盗”／“征服”l双发涡桨公务机,塞斯纳425“海盗”／“征服”l双发涡桨公务机
628,塞斯纳441“征服”Ⅱ双发涡桨公务机,塞斯纳441“征服”Ⅱ双发涡桨公务机
629,Grob SPn双发涡扇轻型公务机,Grob SPn双发涡扇轻型公务机
630,Ae 270“幽灵”单发涡轮螺旋桨轻型飞机,Ae 270“幽灵”单发涡轮螺旋桨轻型飞机
631,吉普斯兰GA8“空中货车”单发活塞式轻型飞机,吉普斯兰GA8“空中货车”单发活塞式轻型飞机
632,达索“猎鹰”2000双发涡轮风扇远程宽体公务机,达索“猎鹰”2000双发涡轮风扇远程宽体公务机
633,比奇“空中国王”200/300双发涡桨轻型公务机和多用途运输机,比奇“空中国王”200/300双发涡桨轻型公务机和多用途运输机
634,达索“猎鹰”900三发涡轮风扇远程公务机,达索“猎鹰”900三发涡轮风扇远程公务机
635,比奇“空中国王”350双发涡桨公务机,比奇“空中国王”350双发涡桨公务机
636,比奇390“首相”Ⅰ双发涡轮风扇轻型公务机,比奇390“首相”Ⅰ双发涡轮风扇轻型公务机
637,EMB-121“新谷”双发涡轮螺旋桨企业运输机,EMB-121“新谷”双发涡轮螺旋桨企业运输机
638,BD-100“挑战者”300双发涡轮风扇超级中型公务机,BD-100“挑战者”300双发涡轮风扇超级中型公务机
639,BD-700“全球快车双发涡轮风扇远程公务机,BD-700“全球快车双发涡轮风扇远程公务机
640,达索“猎鹰”10/100双发涡轮风扇小型公务机,达索“猎鹰”10/100双发涡轮风扇小型公务机
641,CL -600“挑战者”双发涡轮风扇中型公务机,CL -600“挑战者”双发涡轮风扇中型公务机
642,达索“猎鹰”20/200 双发涡轮风扇企业及通用飞机,达索“猎鹰”20/200 双发涡轮风扇企业及通用飞机
643,Learjet 23双发涡喷轻型公务机,Learjet 23双发涡喷轻型公务机
644,“西风”双发中型公务机,“西风”双发中型公务机
645,霍克4000双发涡轮风扇中型公务机,霍克4000双发涡轮风扇中型公务机
646,霍克1000双发涡轮风扇远程中型公务机,霍克1000双发涡轮风扇远程中型公务机
647,霍克400双发涡轮风扇喷气式公务机和军用教练机,霍克400双发涡轮风扇喷气式公务机和军用教练机
648,银河G200双发涡轮风扇超级中型公务机,银河G200双发涡轮风扇超级中型公务机
649,格鲁曼G-159“湾流”Ⅰ双发涡轮螺旋桨行政运输机,格鲁曼G-159“湾流”Ⅰ双发涡轮螺旋桨行政运输机
650,G-1159“湾流”Ⅱ/Ⅲ双发涡轮风扇大型远程公务机,G-1159“湾流”Ⅱ/Ⅲ双发涡轮风扇大型远程公务机
651,“湾流”IV/G300／G350／G400／G450 双发涡轮风扇大型远程公务机,“湾流”IV/G300／G350／G400／G450 双发涡轮风扇大型远程公务机
652,比奇“空中国王”90/100双发涡桨公务机,比奇“空中国王”90/100双发涡桨公务机
653,达索“猎鹰”7X三发涡轮风扇大座舱公务机,达索“猎鹰”7X三发涡轮风扇大座舱公务机
654,Learjet45双发涡扇中型公务机,Learjet45双发涡扇中型公务机
655,Piper PA-32“切诺基·六”/“长矛”/“萨拉托加”单发活塞式轻型旅行飞机/公务机,Piper PA-32“切诺基·六”/“长矛”/“萨拉托加”单发活塞式轻型旅行飞机/公务机
656,Piper PA-34“塞内卡人” 双发活塞式轻型飞机,Piper PA-34“塞内卡人” 双发活塞式轻型飞机
657,Learjet 35双发涡扇特殊用途飞机,Learjet 35双发涡扇特殊用途飞机
658,Piper PA-44“塞米诺”双发活塞式轻型飞机,Piper PA-44“塞米诺”双发活塞式轻型飞机
659,PZL-104Wilga单发活塞式轻型通用飞机,PZL-104Wilga单发活塞式轻型通用飞机
660,Learjet 31双发涡扇轻型公务机,Learjet 31双发涡扇轻型公务机
661,Robin DR400“小王子”/“海豚”/“少校”/“摄政王”单发活塞式轻型旅行飞机和教练机,Robin DR400“小王子”/“海豚”/“少校”/“摄政王”单发活塞式轻型旅行飞机和教练机
662,Robin HR100“王室”/“狩猎旅行”/R.1180 Aiglon单发活塞式轻型飞机,Robin HR100“王室”/“狩猎旅行”/R.1180 Aiglon单发活塞式轻型飞机
663,AW139双发涡轮轴中型直升机,AW139双发涡轮轴中型直升机
664,洛克希德L1329 “喷气星”四发中型运输机,洛克希德L1329 “喷气星”四发中型运输机
665,Piper PA-23“阿帕奇”/“阿兹特克”双发活塞式轻型飞机,Piper PA-23“阿帕奇”/“阿兹特克”双发活塞式轻型飞机
666,A119“树袋熊” 单发涡轮轻型直升机,A119“树袋熊” 单发涡轮轻型直升机
667,PA-24“科曼奇”单发活塞式轻型飞机,PA-24“科曼奇”单发活塞式轻型飞机
668,Piper PA-28“切诺基”(单发活塞式轻型旅行飞机,Piper PA-28“切诺基”(单发活塞式轻型旅行飞机
669,SA 315B“拉玛”单发涡轮轴通用直升机,SA 315B“拉玛”单发涡轮轴通用直升机
670,Learjet 55双发涡扇中型公务机,Learjet 55双发涡扇中型公务机
671,Piper PA-28R“切诺基·箭” 单发活塞式轻型旅行飞机,Piper PA-28R“切诺基·箭” 单发活塞式轻型旅行飞机
672,SocataTB“坦皮科”/“多巴哥”/“特立尼达”单发活塞式轻型旅行飞机,SocataTB“坦皮科”/“多巴哥”/“特立尼达”单发活塞式轻型旅行飞机
673,Piper PA-30/39“双科曼奇”双发活塞式轻型飞机,Piper PA-30/39“双科曼奇”双发活塞式轻型飞机
674,Piper PA-3 1T“夏安人”双发活塞式公务机,Piper PA-3 1T“夏安人”双发活塞式公务机
675,Piper PA-31“纳瓦霍人”双发活塞式公务机,Piper PA-31“纳瓦霍人”双发活塞式公务机
676,Mooney M.20A/G“突击队员”/“丛林”/“行政”/“大师”/“政治家”单发活塞式轻型旅行飞机,Mooney M.20A/G“突击队员”/“丛林”/“行政”/“大师”/“政治家”单发活塞式轻型旅行飞机
677,亚乔P.180“阿凡提” 双发涡桨高速运输机,亚乔P.180“阿凡提” 双发涡桨高速运输机
678,贝尔206L“远程突击队员” 单发涡轮轻型直升机,贝尔206L“远程突击队员” 单发涡轮轻型直升机
679,Lancair/哥伦比亚飞机公司 哥伦比亚单发活塞式轻型旅行飞机和教练机,Lancair/哥伦比亚飞机公司 哥伦比亚单发活塞式轻型旅行飞机和教练机
680,Piper PA-42“夏安人”Ⅲ双发涡桨公务机,Piper PA-42“夏安人”Ⅲ双发涡桨公务机
681,Maule M-4/M-77M9“火箭”/“彗星“/“猎户座”单发活塞式轻型短距起降飞机,Maule M-4/M-77M9“火箭”/“彗星“/“猎户座”单发活塞式轻型短距起降飞机
682,贝尔206“喷气突击队员”单发涡轮轻型直升机,贝尔206“喷气突击队员”单发涡轮轻型直升机
683,莱特L-200“摩拉瓦河”双发活塞式轻型旅行飞机/公务机,莱特L-200“摩拉瓦河”双发活塞式轻型旅行飞机/公务机
684,贝尔47单发活塞式通用直升机,贝尔47单发活塞式通用直升机
685,Mooney M.20J/S快板/加演/喝彩/鹰/大喝彩单发活塞式轻型旅行飞机,Mooney M.20J/S快板/加演/喝彩/鹰/大喝彩单发活塞式轻型旅行飞机
686,AB95单发活塞式轻型飞机,AB95单发活塞式轻型飞机
687,富士FA-200“航空斯巴鲁”单发活塞式轻型旅行飞机,富士FA-200“航空斯巴鲁”单发活塞式轻型旅行飞机
688,Sino Swearingen SJ30 双发涡扇轻型公务机,Sino Swearingen SJ30 双发涡扇轻型公务机
689,贝尔230双发涡轮中型直升机,贝尔230双发涡轮中型直升机
690,AA-5“旅行者”/“印度豹”/“虎”单发活塞式轻型旅行飞机,AA-5“旅行者”/“印度豹”/“虎”单发活塞式轻型旅行飞机
691,GA-7“美洲狮”双发活塞式轻型旅行飞机,GA-7“美洲狮”双发活塞式轻型旅行飞机
692,伊尔-103单发活塞式四座轻型飞机,伊尔-103单发活塞式四座轻型飞机
693,罗克韦尔“佩刀客机”双发行政专机,罗克韦尔“佩刀客机”双发行政专机
694,贝尔222双发涡轮轴中型直升机,贝尔222双发涡轮轴中型直升机
695,Piper（泰德·史密斯）600 Aerostar双发活塞式轻型公务机,Piper（泰德·史密斯）600 Aerostar双发活塞式轻型公务机
696,Lake LA-4“海盗”/“背叛者”/“海狼”/“海怒” 单发活塞式轻型水陆两用飞机,Lake LA-4“海盗”/“背叛者”/“海狼”/“海怒” 单发活塞式轻型水陆两用飞机
697,Piper PA-46 “马利布·幻影”双发轻型公务机,Piper PA-46 “马利布·幻影”双发轻型公务机
698,恩斯特龙F28/280单发活塞式轻型通用直升机,恩斯特龙F28/280单发活塞式轻型通用直升机
699,钻石DA40“钻石之星” 涡轮增压柴油发动机四座轻型旅行飞机/通用飞机,钻石DA40“钻石之星” 涡轮增压柴油发动机四座轻型旅行飞机/通用飞机
700,勃兰特利B-2B单发活塞式轻型通用直升机,勃兰特利B-2B单发活塞式轻型通用直升机
701,比奇33Debonair“富源”单发活塞式轻型飞机,比奇33Debonair“富源”单发活塞式轻型飞机
702,贝尔430双发涡轮轴中型直升机,贝尔430双发涡轮轴中型直升机
703,钻石DA42“双子星”轻型旅行飞机/通用飞机,钻石DA42“双子星”轻型旅行飞机/通用飞机
704,比奇23Musketeer单发活塞式轻型飞机,比奇23Musketeer单发活塞式轻型飞机
705,贝尔427/429 双发涡轮轴轻型直升机,贝尔427/429 双发涡轮轴轻型直升机
706,Extra EA-400/EA-S00单发活塞式轻型旅行飞机/公务机,Extra EA-400/EA-S00单发活塞式轻型旅行飞机/公务机
707,贝尔412双发涡轮轴中型直升机,贝尔412双发涡轮轴中型直升机
708,贝尔407单发涡轮轻型直升机,贝尔407单发涡轮轻型直升机
709,AS 332“超美洲豹”双发涡轮中型直升机,AS 332“超美洲豹”双发涡轮中型直升机
710, EC155 双发涡轮轴中型直升机, EC155 双发涡轮轴中型直升机
711,比奇55“男爵”双发活塞式轻型飞机,比奇55“男爵”双发活塞式轻型飞机
712,塞斯纳336“高空霸主”/337“超级高空霸主”双发活塞式轻型企业飞机/通用飞机,塞斯纳336“高空霸主”/337“超级高空霸主”双发活塞式轻型企业飞机/通用飞机
713, EC 135 双发涡轮轻型直升机, EC 135 双发涡轮轻型直升机
714,EC130 单发涡轮轴轻型直升机,EC130 单发涡轮轴轻型直升机
715,EC120“蜂鸟”单发涡轮轴轻型直升机,EC120“蜂鸟”单发涡轮轴轻型直升机
716,比奇T36“涡轮富源单发活塞式轻型飞机,比奇T36“涡轮富源单发活塞式轻型飞机
717,塞斯纳335/340双发活塞式企业飞机,塞斯纳335/340双发活塞式企业飞机
718,恩斯特龙480单发涡轮轴轻型直升机,恩斯特龙480单发涡轮轴轻型直升机
719,西锐SR20/SR22单发活塞式轻型个人飞机/公务机,西锐SR20/SR22单发活塞式轻型个人飞机/公务机
720,比奇V35“富源”单发活塞式轻型飞机,比奇V35“富源”单发活塞式轻型飞机
721,塞斯纳177“北美红雀”单发活塞式轻型飞机,塞斯纳177“北美红雀”单发活塞式轻型飞机
722,塞斯纳172“天鹰”单发活塞式轻型飞机,塞斯纳172“天鹰”单发活塞式轻型飞机
723,BK 117/EC 145 双发涡轮轴中型直升机,BK 117/EC 145 双发涡轮轴中型直升机
724,塞斯纳T303“十字军战士”双发活塞式轻型企业飞机,塞斯纳T303“十字军战士”双发活塞式轻型企业飞机
725,BO 105双发涡轮轴轻型直升机,BO 105双发涡轮轴轻型直升机
726,AS 365“海豚” 双发涡轮轴中型直升机,AS 365“海豚” 双发涡轮轴中型直升机
727,AS 355“松鼠”Ⅱ双发涡轮轴轻型直升机,AS 355“松鼠”Ⅱ双发涡轮轴轻型直升机
728,比奇76“公爵夫人”双发活塞式轻型飞机,比奇76“公爵夫人”双发活塞式轻型飞机
729,AS 350 “松鼠/单星”单发涡轮轴轻型直升机,AS 350 “松鼠/单星”单发涡轮轴轻型直升机
730,塞斯纳310/320“高空骑士”双发活塞式轻型飞机,塞斯纳310/320“高空骑士”双发活塞式轻型飞机
731,比奇60“公爵”双发活塞式轻型旅行飞机,比奇60“公爵”双发活塞式轻型旅行飞机
732,TB-30 Epsilon基础教练机,TB-30 Epsilon基础教练机
733,卡曼K-MAX单发涡轮外挂起重直升机,卡曼K-MAX单发涡轮外挂起重直升机
734,卡-26/126“恶棍”双发活塞式轻型直升机,卡-26/126“恶棍”双发活塞式轻型直升机
